Class,File,Surface Area,Volume,Rectangularity,Compactness,Convexity,Eccentricity,Diameter,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,A3_23,A3_24,A3_25,A3_26,A3_27,A3_28,A3_29,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29
PlantIndoors,m1003.obj,0.14365917618405885,0.1096875804025858,0.011316159122264415,0.00033325075973732665,0.026638515879133882,7.558667263056839e-06,0.0673421676559545,0.01796,0.04152,0.05486,0.0627,0.06786,0.069,0.06624,0.06718,0.06264,0.06086,0.05414,0.04986,0.04398,0.03834,0.03398,0.03078,0.028,0.02512,0.02112,0.01936,0.01614,0.01432,0.01288,0.01062,0.0096,0.0078,0.00534,0.00408,0.00272,0.001,0.00252,0.00724,0.02252,0.07326,0.08422,0.09082,0.09514,0.07426,0.06606,0.08264,0.05636,0.07496,0.06058,0.05434,0.05608,0.04318,0.02514,0.01094,0.01838,0.00136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.04112,0.07032,0.10084,0.1121,0.1226,0.12354,0.1219,0.10464,0.07724,0.05046,0.02986,0.01726,0.01038,0.00588,0.00212,0.00022,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0189,0.05124,0.09002,0.11966,0.1285,0.1362,0.1229,0.10612,0.08098,0.05928,0.0378,0.0239,0.01208,0.00586,0.00276,0.00122,0.00048,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.03714,0.07892,0.11916,0.14092,0.15134,0.13098,0.10884,0.08442,0.05732,0.03736,0.02254,0.01342,0.00624,0.00334,0.00136,0.00052,0.00024,0.0001,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1004.obj,0.10333726645652112,0.0763108833368348,0.007836969848863827,0.00025868877867375723,0.019239865937133938,6.254358460797895e-06,0.1907838193407506,0.02046,0.03786,0.05134,0.06212,0.06764,0.07144,0.07148,0.06658,0.06242,0.05774,0.0536,0.04852,0.0439,0.03768,0.0346,0.03088,0.02804,0.02474,0.02312,0.01976,0.01608,0.01448,0.01256,0.01204,0.01008,0.00794,0.00536,0.00452,0.00212,0.0009,0.0,0.01758,0.065,0.10374,0.1169,0.06592,0.0711,0.06804,0.10482,0.0789,0.07664,0.05416,0.04446,0.03748,0.03346,0.02116,0.02914,0.00816,0.00222,0.0006,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.04698,0.08254,0.13004,0.14578,0.14998,0.12782,0.09784,0.07836,0.05234,0.03312,0.0196,0.01128,0.0052,0.00138,0.0003,0.00012,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00672,0.0326,0.06918,0.10832,0.14308,0.15238,0.14318,0.12328,0.08808,0.05854,0.03434,0.0192,0.01176,0.00518,0.00242,0.00118,0.00044,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01108,0.05628,0.10704,0.14586,0.16138,0.15652,0.12558,0.09456,0.06258,0.03856,0.02148,0.01036,0.00496,0.00214,0.00104,0.00028,0.00026,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1005.obj,0.04411044064362235,0.028332887082296355,0.010994627444904898,0.0001536678096557547,0.019921071782335296,0.00010093501886433548,0.07658254511017193,0.02512,0.05782,0.07468,0.07768,0.07278,0.06662,0.05976,0.05422,0.0483,0.04438,0.04152,0.03768,0.03504,0.03224,0.02952,0.02702,0.02626,0.0245,0.024,0.02206,0.02012,0.01856,0.01706,0.0165,0.01464,0.01184,0.00908,0.0061,0.00372,0.00118,0.00328,0.0193,0.04478,0.08144,0.10512,0.1374,0.13468,0.11708,0.07586,0.05856,0.05166,0.0405,0.03082,0.01918,0.01978,0.02136,0.02154,0.0049,0.00336,0.00284,0.00656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01644,0.07074,0.13162,0.1635,0.15716,0.13382,0.0951,0.06828,0.05046,0.03608,0.02744,0.01994,0.01426,0.00872,0.00428,0.00164,0.00048,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00576,0.0362,0.0981,0.16868,0.2004,0.18452,0.1388,0.08596,0.0462,0.02184,0.00916,0.00312,0.00108,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01286,0.0769,0.15648,0.2114,0.21154,0.16128,0.09782,0.04682,0.0182,0.00518,0.00122,0.00022,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1006.obj,0.06984096991686466,0.02365517453520749,0.003951494566514108,0.0008614154992053651,0.008613103999227916,1.0318719186048278e-05,0.029360582000158477,0.02146,0.04666,0.05924,0.0659,0.06944,0.06972,0.0684,0.06136,0.05788,0.05332,0.0495,0.04482,0.04036,0.03766,0.03438,0.03098,0.0288,0.02462,0.02178,0.01956,0.01812,0.01692,0.01376,0.01228,0.01022,0.0083,0.00648,0.00404,0.00308,0.00096,0.03476,0.08444,0.1716,0.14784,0.11768,0.1046,0.10516,0.0719,0.04944,0.0367,0.025,0.02384,0.01144,0.00778,0.004,0.00232,0.00096,0.00046,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04882,0.14268,0.2041,0.20662,0.16592,0.10778,0.06358,0.03418,0.01618,0.00632,0.00256,0.001,0.00016,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02208,0.12038,0.20558,0.2283,0.18312,0.11896,0.06762,0.03252,0.0131,0.00588,0.00168,0.00054,0.0002,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03864,0.17342,0.24946,0.22756,0.1583,0.085,0.04172,0.01688,0.0063,0.00184,0.00066,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1007.obj,0.36557060395154506,0.20577086846702736,0.036648497533711605,0.0015450262809116307,0.06648412547185711,3.0250621467242302e-05,0.08238824286978584,0.015,0.03694,0.0516,0.06408,0.06986,0.06918,0.06914,0.06722,0.06294,0.05934,0.05774,0.05054,0.04748,0.04064,0.03608,0.0311,0.02806,0.02512,0.02088,0.01878,0.016,0.01422,0.01172,0.01004,0.00866,0.00662,0.00488,0.0033,0.00234,0.0005,0.00084,0.00678,0.01434,0.02748,0.04122,0.04966,0.0642,0.08016,0.09644,0.10864,0.09706,0.10434,0.10294,0.0778,0.0596,0.02852,0.00778,0.00516,0.00418,0.0051,0.01336,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.02654,0.05698,0.08242,0.10626,0.11946,0.1277,0.11674,0.10544,0.0887,0.0669,0.04262,0.0247,0.0118,0.0075,0.0061,0.00358,0.00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058,0.00818,0.02706,0.0598,0.09206,0.12188,0.14128,0.1414,0.12608,0.10108,0.0732,0.05038,0.02984,0.016,0.00636,0.00294,0.00148,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334,0.02066,0.05258,0.0871,0.12368,0.14424,0.14682,0.13462,0.10566,0.07666,0.04996,0.02872,0.01444,0.00732,0.00284,0.001,0.00028,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1008.obj,0.12261163697956204,0.029666908414012733,0.0032519270594901497,0.002885312333294328,0.006544699042195985,1.515769272826613e-05,0.06198337243593516,0.03052,0.06132,0.06786,0.06328,0.06166,0.06136,0.0611,0.0557,0.05164,0.04954,0.04526,0.04344,0.04136,0.03684,0.03336,0.03234,0.03082,0.02712,0.02466,0.02228,0.01864,0.01718,0.0145,0.01356,0.01044,0.009,0.00626,0.00468,0.0031,0.00118,0.07434,0.21036,0.1587,0.09544,0.03528,0.06028,0.0897,0.05308,0.0316,0.03598,0.0352,0.05736,0.02436,0.01422,0.00872,0.0087,0.00142,0.00302,0.00202,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09212,0.1831,0.12228,0.1543,0.13862,0.11844,0.09286,0.04334,0.02428,0.01536,0.00822,0.0044,0.0018,0.00078,8e-05,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04356,0.1707,0.19942,0.174,0.13576,0.1138,0.07568,0.04146,0.02582,0.01186,0.00476,0.0019,0.0008,0.00038,4e-05,4e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613,0.21904,0.23754,0.18684,0.12844,0.08144,0.04456,0.02376,0.00998,0.00466,0.00162,0.00056,0.00016,6e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1009.obj,0.4555344867464009,0.04163919904045416,0.009729292887374045,0.07301428755366196,0.020731872956480893,0.0001306796302788501,0.14063624152912263,0.08028,0.09012,0.08386,0.07422,0.06334,0.05228,0.04418,0.03824,0.03448,0.0305,0.02762,0.02742,0.02488,0.02572,0.0239,0.02164,0.02242,0.02118,0.02072,0.02066,0.01998,0.02196,0.02208,0.02144,0.02266,0.01938,0.01846,0.01388,0.00906,0.00344,0.06244,0.12306,0.15416,0.17938,0.11438,0.06162,0.0679,0.0349,0.03252,0.01992,0.04164,0.0187,0.01074,0.01114,0.01466,0.01128,0.01018,0.0098,0.00552,0.00692,0.00272,0.00332,0.0011,0.00102,0.00066,0.0,0.00032,0.0,0.0,0.0,0.161,0.15784,0.1909,0.12472,0.0889,0.06468,0.04834,0.04146,0.03734,0.03166,0.0227,0.01516,0.00798,0.0043,0.00188,0.00074,0.00034,4e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12286,0.23458,0.20624,0.15212,0.10962,0.07538,0.04794,0.02582,0.0136,0.00596,0.0028,0.00188,0.00072,0.0003,0.00016,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1831,0.3143,0.22472,0.13674,0.07282,0.03874,0.01792,0.00766,0.00274,0.0009,0.0003,4e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1010.obj,0.27552024110293766,0.11726722813569102,0.019749564480100023,0.002047281188055322,0.038811213215944086,1.844702604462711e-05,0.008661971301012393,0.01638,0.04006,0.05484,0.06406,0.06748,0.06932,0.06954,0.06464,0.06266,0.05828,0.05348,0.04898,0.04438,0.03964,0.03566,0.03282,0.0288,0.02486,0.02374,0.01886,0.0167,0.01536,0.0125,0.01094,0.0089,0.00626,0.0043,0.00384,0.00214,0.00058,0.00782,0.01492,0.04506,0.13166,0.1485,0.12744,0.11852,0.09836,0.07664,0.07044,0.04102,0.03742,0.02662,0.02116,0.02788,0.00434,0.00188,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02576,0.0876,0.14408,0.16406,0.15178,0.13542,0.11432,0.08228,0.0484,0.02958,0.01308,0.00278,0.00062,0.00014,8e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00708,0.05536,0.12072,0.16734,0.17742,0.1663,0.12862,0.08722,0.04884,0.02422,0.01132,0.00392,0.00132,0.00024,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0877,0.161,0.19528,0.18764,0.15018,0.09922,0.05784,0.02766,0.01166,0.0047,0.00142,0.0003,8e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1011.obj,0.07196975594264732,0.03476546199979213,0.004107089018524406,0.0004331436016160954,0.008274805002836363,8.307187817002806e-05,0.1015913056102047,0.02998,0.06576,0.08004,0.07912,0.07452,0.06396,0.05636,0.04994,0.04604,0.04044,0.03712,0.03452,0.03206,0.03004,0.02796,0.02576,0.02532,0.02478,0.02282,0.02154,0.02204,0.01912,0.01922,0.01672,0.01516,0.01372,0.0111,0.00828,0.00472,0.00184,0.00434,0.0584,0.13308,0.1429,0.10286,0.08982,0.0761,0.09698,0.09326,0.0376,0.02886,0.02676,0.02432,0.02362,0.02834,0.00646,0.00766,0.0053,0.00664,0.00292,0.00256,0.00072,0.00042,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,0.11102,0.16378,0.16632,0.1432,0.11688,0.08616,0.06078,0.0434,0.0304,0.02014,0.012,0.00662,0.00364,0.00206,0.00132,0.00062,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01318,0.07842,0.16242,0.20742,0.18846,0.14252,0.0943,0.05486,0.02996,0.01494,0.0079,0.00342,0.00122,0.0006,0.0003,6e-05,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.13302,0.22512,0.23034,0.17614,0.1055,0.05616,0.02704,0.01072,0.0041,0.00152,0.00058,0.00024,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1012.obj,0.078781283411853,0.039593814840371014,0.006234128810077369,0.0004354528632003763,0.012650297292476695,6.641488880970447e-06,0.0340559606798684,0.02534,0.05006,0.06082,0.06528,0.06946,0.06732,0.0642,0.05922,0.05344,0.05202,0.04916,0.04542,0.04112,0.0359,0.03428,0.0317,0.0286,0.02606,0.02332,0.02188,0.01836,0.01666,0.01394,0.01212,0.01048,0.00884,0.00674,0.00458,0.00268,0.001,0.07572,0.12048,0.08918,0.09326,0.07588,0.1473,0.09296,0.06864,0.07892,0.02998,0.06418,0.00408,0.00494,0.00486,0.01136,0.00948,0.01554,0.01324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582,0.118,0.15626,0.19684,0.16296,0.1104,0.06856,0.05048,0.0392,0.01908,0.01114,0.0058,0.0021,0.00046,0.0002,0.00024,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02444,0.11016,0.16796,0.19062,0.1798,0.1367,0.08378,0.05014,0.02666,0.01574,0.00728,0.00332,0.00196,0.00098,0.00038,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.1577,0.2139,0.20728,0.16128,0.10334,0.0599,0.03106,0.01466,0.0063,0.00314,0.00154,0.00048,0.00016,2e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1013.obj,0.35535131809142323,0.13341574001544837,0.014089269928784141,0.003382609600756419,0.027084868072213976,2.9493766202967447e-05,0.17529100449331897,0.01576,0.03874,0.05682,0.06794,0.07126,0.0726,0.06962,0.06592,0.06056,0.05528,0.04954,0.04572,0.04066,0.03756,0.03516,0.03084,0.0282,0.02546,0.02148,0.02126,0.01774,0.01498,0.01356,0.01282,0.00908,0.00794,0.00604,0.00398,0.00262,0.00086,0.00396,0.02076,0.04068,0.08102,0.11208,0.10824,0.1042,0.0775,0.0772,0.06234,0.076,0.06376,0.04542,0.03536,0.02776,0.01854,0.02144,0.02032,0.00158,0.00094,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.04742,0.0977,0.13004,0.14596,0.1475,0.12608,0.10242,0.07058,0.04686,0.0329,0.01872,0.011,0.0073,0.00324,0.00114,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00188,0.023,0.06774,0.11662,0.1521,0.16458,0.14794,0.11804,0.08938,0.05774,0.0308,0.01664,0.00738,0.0036,0.00162,0.00054,0.0003,6e-05,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668,0.04464,0.10354,0.15046,0.17526,0.16894,0.13186,0.0964,0.06024,0.03308,0.01672,0.00758,0.00312,0.0011,0.00024,0.0001,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1014.obj,0.14040057592517582,0.09346912419419258,0.018139836148017015,0.00043014292277297,0.03363681528838543,1.0381039081811293e-05,0.05595879430181637,0.01358,0.0338,0.04888,0.05836,0.06798,0.0707,0.07158,0.06852,0.06808,0.06194,0.05642,0.05326,0.04852,0.04098,0.03676,0.0319,0.02968,0.02548,0.0212,0.01886,0.0155,0.0134,0.01146,0.00874,0.00806,0.00614,0.00462,0.00334,0.00166,0.0006,0.00114,0.01394,0.0372,0.06128,0.07674,0.11096,0.13452,0.12314,0.11714,0.08932,0.06532,0.0618,0.03474,0.0192,0.02116,0.00352,0.0036,0.00284,0.00366,0.00334,0.0024,0.00504,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00872,0.04366,0.0923,0.13878,0.1647,0.15208,0.13394,0.0992,0.0662,0.04038,0.02252,0.01554,0.0104,0.00664,0.0027,0.00154,0.00062,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0197,0.06078,0.11134,0.15242,0.17374,0.15578,0.12412,0.08384,0.05496,0.03142,0.01638,0.00774,0.00296,0.00144,0.00052,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00574,0.04052,0.09362,0.14594,0.17496,0.1678,0.14026,0.0981,0.06388,0.03588,0.01934,0.00822,0.00408,0.0012,0.0004,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1015.obj,0.08690270007372251,0.06563412886378317,0.024035516068612463,0.00020896452628664937,0.043733015362775685,5.648808793323297e-05,0.019509944194363475,0.02026,0.0458,0.05936,0.0662,0.0699,0.07106,0.0665,0.06386,0.0561,0.05096,0.04816,0.04118,0.03926,0.03696,0.03494,0.03258,0.0305,0.02716,0.02444,0.02194,0.01904,0.01698,0.01498,0.0116,0.00978,0.0075,0.00576,0.00432,0.00226,0.00066,0.00014,0.01124,0.03154,0.06006,0.07262,0.1085,0.10836,0.09902,0.10652,0.11254,0.08134,0.04932,0.04482,0.06786,0.02342,0.00566,0.00468,0.00574,0.00662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01808,0.05296,0.0929,0.11416,0.15002,0.1556,0.12652,0.09684,0.0664,0.05414,0.03212,0.02312,0.00808,0.00478,0.00204,0.00208,0.00014,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00298,0.03004,0.0703,0.11224,0.14992,0.16538,0.15984,0.1327,0.08818,0.05154,0.02386,0.00942,0.00286,0.00066,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806,0.04798,0.109,0.15918,0.17862,0.17298,0.13938,0.09454,0.05384,0.0249,0.00854,0.0025,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1016.obj,0.09899116901926085,0.05559311857326739,0.01134353141637336,0.0004325782221110463,0.03052817469549526,0.0003635602416855709,0.01158948107512292,0.0986,0.11774,0.09248,0.0702,0.05428,0.04226,0.03596,0.03218,0.02894,0.0261,0.02292,0.02282,0.02176,0.02268,0.02138,0.01866,0.01756,0.01862,0.01916,0.01924,0.02072,0.01954,0.02092,0.02274,0.02392,0.0251,0.02412,0.0207,0.01372,0.00498,0.02544,0.06472,0.10042,0.098,0.07178,0.05766,0.05928,0.04618,0.0523,0.04674,0.04472,0.04834,0.06316,0.05852,0.05292,0.01508,0.015,0.0155,0.01452,0.0074,0.02286,0.01946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05556,0.15896,0.14526,0.10466,0.08268,0.05812,0.04266,0.04638,0.05282,0.0516,0.0539,0.0482,0.04134,0.02692,0.01444,0.00982,0.0059,0.00078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02198,0.13498,0.1994,0.1772,0.14498,0.12512,0.07956,0.0461,0.03016,0.02176,0.01304,0.00428,0.00086,0.00028,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05282,0.2272,0.26618,0.1995,0.12298,0.06866,0.03522,0.01714,0.00718,0.00244,0.0005,0.00016,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1017.obj,0.13443059737481142,0.06133842569917581,0.015685279046481444,0.0008831535804892999,0.027536930268857146,0.0002997675532326922,0.06850116182651202,0.10146,0.08502,0.07532,0.06164,0.05476,0.0482,0.0418,0.03664,0.03152,0.0294,0.03188,0.03338,0.03548,0.03372,0.02706,0.02486,0.02306,0.0214,0.02094,0.02056,0.02066,0.02164,0.02096,0.02132,0.02028,0.01896,0.01654,0.0113,0.00744,0.0028,0.0,0.00422,0.006,0.01346,0.04042,0.06416,0.07672,0.08306,0.09128,0.07606,0.15854,0.0829,0.01034,0.01672,0.00866,0.00454,0.00852,0.03546,0.06702,0.0737,0.056,0.0203,0.00192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10404,0.09706,0.10578,0.09638,0.0674,0.0477,0.03342,0.0288,0.02508,0.0264,0.03104,0.04484,0.0584,0.07664,0.09536,0.05492,0.0061,0.00064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07754,0.10884,0.11478,0.1062,0.09212,0.0834,0.0787,0.08524,0.08074,0.06044,0.03846,0.02838,0.0186,0.01258,0.00768,0.00408,0.00162,0.00056,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.1593,0.15432,0.1425,0.11794,0.09442,0.07424,0.05864,0.0391,0.02426,0.01586,0.00694,0.00334,0.0014,0.00054,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlantIndoors,m1018.obj,0.3731399282408997,0.3386925629209993,0.041238863247500826,0.0006033310150578953,0.06672522423183343,2.9011689833217984e-05,0.2228519761126641,0.02892,0.04362,0.05408,0.06048,0.06012,0.05798,0.05734,0.05634,0.0547,0.0572,0.0617,0.062,0.05828,0.049,0.0416,0.0356,0.02714,0.02476,0.01968,0.01766,0.01516,0.0124,0.00986,0.00916,0.0077,0.00546,0.00518,0.00372,0.00228,0.00088,0.0,0.00044,0.00148,0.00934,0.00838,0.00842,0.01284,0.02328,0.02138,0.04288,0.09044,0.17212,0.12128,0.09182,0.08182,0.13906,0.06338,0.04808,0.03312,0.02262,0.00712,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01608,0.02544,0.04138,0.05286,0.07166,0.07946,0.07578,0.06914,0.0675,0.0747,0.08498,0.08542,0.10192,0.08346,0.04786,0.01472,0.00566,0.00174,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00366,0.0142,0.02976,0.04484,0.05986,0.07104,0.08118,0.08436,0.09348,0.09934,0.1045,0.09208,0.07598,0.05444,0.03618,0.02542,0.01592,0.0082,0.00392,0.00136,0.00024,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00482,0.0218,0.0467,0.06966,0.08622,0.09876,0.10192,0.1029,0.09734,0.09104,0.08212,0.06646,0.04862,0.03422,0.02214,0.01276,0.0067,0.00332,0.00164,0.00074,0.0001,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
